Pharmaceutical,Prescribed_Daily_Dosage,Num_Prescriptions,SMILES,INCHIKEY,INCHI_STRING,Molar_Mass,MOLECULAR_FORMULA,Boiling.Point,Density,Flash.Point,Henry.s.Law,Index.of.Refraction,liquid.chromatography.Retention.Time,LogD5.5,LogD7.4,LogKoa.Octanol.Air,LogKow.Octanol.Water,Melting.Point,Molar.Refractivity,Molar.Volume,pKa.Acidic.Apparent,pKa.Basic.Apparent,Polarizability,ReadyBiodeg,Surface.Tension,Thermal.Conductivity,Vapor.Pressure,Viscosity,Water.Solubility,Invertebrate_Median_LC50,Plants_Algae_Median_LC50,Vertebrate_Median_LC50,Min_Vertebrate_LC50,Invertebrate_median_NOEC,Plants_algae_median_NOEC,Vertebrate_median_NOEC,Min_Vertebrate_NOEC,Amides,Ethers,Tertiary amines,Alkyl halides,Secondary amines,Aliphatic alcohols,Aromatic alcohols,Carboxylic acids,Sulfonamides,Primary amines,Ureas,Esters,Nitriles,Ketones,Sulfides,Carbamates,Sulfones,Guanidines,Amidines,Thiols,Imines,Imides
ROPINIROLE,733569.957472661,405,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,UHSKFQJFRQCDBE-UHFFFAOYSA-N,"InChI=1S/C16H24N2O/c1-3-9-18(10-4-2)11-8-13-6-5-7-15-14(13)12-16(19)17-15/h5-7H,3-4,8-12H2,1-2H3,(H,17,19)
",260.381,C16H24N2O,383.593,1.0655,209.665,1e-09,1.539,15.52,1.81,2.66,11.4,3.03,138.5765,78.362,250.166,,6.33,31.065,0.0,40.474,157.805,6.01e-07,83.946,0.0003740416946167,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PRAZOSIN,721583.412592734,215,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,IENZQIKPVFGBNW-UHFFFAOYSA-N,"InChI=1S/C19H21N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h3-4,9-11H,5-8H2,1-2H3,(H2,20,21,22)
",383.408,C19H21N5O4,518.455,1.3715,313.378,2.08929613085404e-11,1.652,11.54,0.55,2.11,10.26,1.219,259.095,103.587,283.421,,7.3,41.065,0.0,64.293,,4.68813e-11,,0.0004294648065427,,,,,,,19170.3,19170.3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOLTERODINE,585260.774287801,137,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,OOGJQPCLVADCPB-HXUWFJFHSA-N,"InChI=1S/C22H31NO/c1-16(2)23(17(3)4)14-13-20(19-9-7-6-8-10-19)21-15-18(5)11-12-22(21)24/h6-12,15-17,20,24H,13-14H2,1-5H3/t20-/m1/s1
",325.496,C22H31NO,391.29,1.005,193.93,9.54992586021437e-10,1.548,25.87,0.93,2.83,10.76,5.7485,94.528,102.978,324.349,12.16,8.81,40.824,0.0,38.888,138.02,1.97e-08,79.9834,5.16677987695991e-05,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESZOPICLONE,509088.455284553,185,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,GBBSUAFBMRNDJC-INIZCTEOSA-N,"InChI=1S/C17H17ClN6O3/c1-22-6-8-23(9-7-22)17(26)27-16-14-13(19-4-5-20-14)15(25)24(16)12-3-2-11(18)10-21-12/h2-5,10,16H,6-9H2,1H3/t16-/m0/s1
",388.81,C17H17ClN6O3,486.7815,1.483,312.1025,5.75439937337157e-10,1.688,10.86,2.24,2.24,11.69,1.093,178.0,96.237,252.33,,3.56,38.151,0.0,86.111,,1.9952623149688803e-09,,0.00044932,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LETROZOLE,491631.96069256,161,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,HPJKCIUCZWXJDR-UHFFFAOYSA-N,"InChI=1S/C17H11N5/c18-9-13-1-5-15(6-2-13)17(22-12-20-11-21-22)16-7-3-14(10-19)4-8-16/h1-8,11-12,17H
",285.31,C17H11N5,441.318,1.288,281.7355,3.63078054770101e-06,1.665,13.26,2.18,2.18,9.64,2.1975,181.0,87.139,234.509,,0.22,34.545,0.0,53.524,,1.04713e-09,,0.0001,,,,,,,2853.08,2853.08,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PIROXICAM,460000.0,23,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,QYSPLQLAKJAUJT-UHFFFAOYSA-N,"InChI=1S/C15H13N3O4S/c1-18-13(15(20)17-12-8-4-5-9-16-12)14(19)10-6-2-3-7-11(10)23(18,21)22/h2-9,19H,1H3,(H,16,17,20)
",331.35,C15H13N3O4S,463.2,1.53,312.981,6.02559586074357e-10,1.714,11.02,1.22,-0.66,10.47,2.1005,199.0,83.192,211.97,4.22,,32.98,0.0,82.369,,1.52518545784252e-10,,8.45788787514592e-05,,,,,,,,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FELODIPINE,415500.0,48,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,RZTAMFZIAATZDJ-UHFFFAOYSA-N,"InChI=1/C18H19Cl2NO4/c1-5-25-18(23)14-10(3)21-9(2)13(17(22)24-4)15(14)11-7-6-8-12(19)16(11)20/h6-8,15,21H,5H2,1-4H3
",384.25,C18H19Cl2NO4,431.3,1.2905,235.499,2.81838293126445e-07,1.55,12.08,3.73,3.92,10.21,4.832,143.75,95.782,300.844,,5.25,37.971,0.0,42.194,,1.97697e-07,,4.7e-06,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BUMETANIDE,400402.380086265,164,CCCCNC1=CC(=CC(=C1OC1=CC=CC=C1)S(N)(=O)=O)C(O)=O,MAEIEVLCKWDQJH-UHFFFAOYSA-N,"InChI=1S/C17H20N2O5S/c1-2-3-9-19-14-10-12(17(20)21)11-15(25(18,22)23)16(14)24-13-7-5-4-6-8-13/h4-8,10-11,19H,2-3,9H2,1H3,(H,20,21)(H2,18,22,23)
",364.42,C17H20N2O5S,558.705,1.3835,308.603,1.6218100973589298e-11,1.612,7.89,2.79,1.96,9.29,2.8005,230.75,94.083,270.474,6.61,,37.298,0.0,59.951,,1.74985e-11,,8.84144e-05,,,,,,,36441.6,36441.6,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BENZTROPINE,377097.878921785,232,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1,GIJXKZJWITVLHI-PMOLBWCYSA-N,"InChI=1S/C21H25NO/c1-22-18-12-13-19(22)15-20(14-18)23-21(16-8-4-2-5-9-16)17-10-6-3-7-11-17/h2-11,18-21H,12-15H2,1H3/t18-,19+,20+
",307.437,C21H25NO,381.898,1.1065,159.363,1.14815362149688e-06,1.604,23.07,0.73,2.61,9.63,4.493,102.0,94.587,274.846,,8.79,37.497,0.0,45.2265,139.917,6.30957e-07,26.6686,0.0001004473,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NITROGLYCERIN,358387.972979622,389,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,SNIOPGDIGTZGOP-UHFFFAOYSA-N,"InChI=1S/C3H5N3O9/c7-4(8)13-1-3(15-6(11)12)2-14-5(9)10/h3H,1-2H2
",227.085,C3H5N3O9,250.0,1.644,125.5695,1.77827941003892e-06,1.489,4.8,1.62,1.37,4.82,1.62,13.75,39.21,135.856,7.52,,15.544,1.0,54.955,,0.0003990720852767,4.2658,0.0060255958607435,27465.0,,3340.0,2800.0,6440.0,370.0,130.0,60.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIAMTERENE,356478.738029771,15,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,FNYLWPVRPXGIIP-UHFFFAOYSA-N,"InChI=1S/C12H11N7/c13-9-7(6-4-2-1-3-5-6)16-8-10(14)18-12(15)19-11(8)17-9/h1-5H,(H6,13,14,15,17,18,19)
",253.269,C12H11N7,474.5015,1.501,328.5075,1.1220184543019698e-11,1.826,8.04,0.03,0.94,9.31,0.98,311.0,73.761,168.569,,6.4,29.241,0.0,104.184,,2.8774e-10,,0.0001122018454301,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BISACODYL,311951.219512195,45,CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=NC=CC=C1,KHOITXIGCFIULA-UHFFFAOYSA-N,"InChI=1S/C22H19NO4/c1-15(24)26-19-10-6-17(7-11-19)22(21-5-3-4-14-23-21)18-8-12-20(13-9-18)27-16(2)25/h3-14,22H,1-2H3
",361.397,C22H19NO4,423.1165,1.2075,240.6225,7.413102413009161e-09,1.584,22.22,3.93,3.92,11.71,3.4355,133.5,100.741,301.156,9.12,,39.937,0.0,46.972,144.741,3.2359365692962804e-09,48.4172,1.4023465e-05,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ANASTROZOLE,290971.122829158,293,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,YBBLVLTVTVSKRW-UHFFFAOYSA-N,"InChI=1S/C17H19N5/c1-16(2,9-18)14-5-13(8-22-12-20-11-21-22)6-15(7-14)17(3,4)10-19/h5-7,11-12H,8H2,1-4H3
",293.374,C17H19N5,434.267,1.123,251.5995,3.89045144994281e-06,1.58,13.06,2.68,2.68,9.38,2.5225,130.14,90.013,270.287,,0.9,35.684,0.0,42.175,,1.2942e-08,,0.000233115,,,,,,,76450.0,2900.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PRAMIPEXOLE,241933.514825953,248,CCCN[C@H]1CCC2=C(C1)SC(N)=N2,FASDKYOPVNHBLU-ZETCQYMHSA-N,"InChI=1S/C10H17N3S/c1-2-5-12-7-3-4-8-9(6-7)14-10(11)13-8/h7,12H,2-6H2,1H3,(H2,11,13)/t7-/m0/s1
",211.33,C10H17N3S,336.09,1.22,184.738,8.128305161641e-10,1.583,8.37,-1.54,0.35,8.19,1.8145,170.889,60.301,180.475,,9.08,23.905,0.0,53.196,,6.49e-06,39.4457,0.006967703,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLORPHENIRAMINE,240000.0,15,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1,SOYKEARSMXGVTM-UHFFFAOYSA-N,"InChI=1/C16H19ClN2/c1-19(2)12-10-15(16-5-3-4-11-18-16)13-6-8-14(17)9-7-13/h3-9,11,15H,10,12H2,1-2H3
",274.79,C16H19ClN2,352.04,1.1165,184.033,1.07151930523761e-05,1.565,17.14,-0.18,1.71,8.78,3.38,116.43,80.809,248.038,,9.11,32.035,0.0,41.534,144.355,4.36515832240166e-06,19.8153,0.0007140795,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METHSCOPOLAMINE,240000.0,15,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,LZCOQTDXKCNBEE-IKIFYQGPSA-N,"InChI=1S/C18H24NO4/c1-19(2)14-8-12(9-15(19)17-16(14)23-17)22-18(21)13(10-20)11-6-4-3-5-7-11/h3-7,12-17,20H,8-10H2,1-2H3/q+1/t12-,13-,14-,15+,16-,17+/m1/s1
",318.392,C18H24NO4,437.495,,,4.78630092322638e-10,,12.89,0.5,1.6,10.71,-1.359,104.625,,,,6.64,,1.0,,,7.41310241300918e-08,,0.092496,,,,,,,,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CLONIDINE,211804.078326938,923,ClC1=CC=CC(Cl)=C1NC1=NCCN1,GJSURZIOUXUGAL-UHFFFAOYSA-N,"InChI=1S/C9H9Cl2N3/c10-6-2-1-3-7(11)8(6)14-9-12-4-5-13-9/h1-3H,4-5H2,(H2,12,13,14)
",230.09,C9H9Cl2N3,331.0,1.5165,147.258,1.41253754462276e-09,1.671,11.85,1.6,1.59,8.11,1.6,130.0,57.285,153.191,8.89,,22.71,0.0,50.922,,1.81970085860998e-05,,0.0590204,,,,,1265.5335,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PITAVASTATIN,201047.619047619,77,O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=CC=CC=C2N=C1C1CC1)CC(O)=O,VGYFMXBACGZSIL-MCBHFWOFSA-N,"InChI=1S/C25H24FNO4/c26-17-9-7-15(8-10-17)24-20-3-1-2-4-22(20)27-25(16-5-6-16)21(24)12-11-18(28)13-19(29)14-23(30)31/h1-4,7-12,16,18-19,28-29H,5-6,13-14H2,(H,30,31)/b12-11+/t18-,19-/m1/s1
",421.468,C25H24FNO4,584.7565,1.38,347.393,1.6218100973589298e-11,1.68,17.83,4.31,4.3,9.41,3.9065,226.934,117.772,311.651,8.93,,46.688,0.0,64.762,,4.85289e-12,,1.74471078069601e-05,,,,,,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLCHICINE,193779.125364431,184,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O,IAKHMKGGTNLKSZ-INIZCTEOSA-N,"InChI=1S/C22H25NO6/c1-12(24)23-16-8-6-13-10-19(27-3)21(28-4)22(29-5)20(13)14-7-9-18(26-2)17(25)11-15(14)16/h7,9-11,16H,6,8H2,1-5H3,(H,23,24)/t16-/m0/s1
",399.443,C22H25NO6,545.665,1.248,335.425,8.51138038202376e-12,1.585,13.3,-0.37,1.1,10.29,1.3,155.5,106.601,318.112,,7.16,42.26,0.0,40.5135,217.22,1.51356124843621e-10,1.02329,0.112201845430196,500000.0,,,,50699.026,19972.2,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GUANFACINE,181200.0,78,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,INJOMKTZOLKMBF-UHFFFAOYSA-N,"InChI=1S/C9H9Cl2N3O/c10-6-2-1-3-7(11)5(6)4-8(15)14-9(12)13/h1-3H,4H2,(H4,12,13,14,15)
",246.09,C9H9Cl2N3O,337.78,1.4355,203.583,6.16595001861481e-10,1.635,9.44,1.91,1.92,8.53,1.438,226.0,58.408,163.168,,3.92,23.155,0.0,55.068,,2.8840315031266104e-09,,0.0027951477162568,,,,,,,,,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
VARENICLINE,175192.606516291,89,C1[C@H]2CNC[C@@H]1C1=CC3=C(C=C21)N=CC=N3,JQSHBVHOMNKWFT-DTORHVGOSA-N,"InChI=1S/C13H13N3/c1-2-16-13-5-11-9-3-8(6-14-7-9)10(11)4-12(13)15-1/h1-2,4-5,8-9,14H,3,6-7H2/t8-,9+
",211.268,C13H13N3,364.3135,1.247,196.092,1.44543977074593e-07,1.667,10.11,-0.6,1.23,9.84,1.218,125.0,63.076,169.356,,8.16,25.005,0.0,57.936,,6.36994164595098e-07,,0.0086851589818512,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEVALBUTEROL,95727.4980260561,67,CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1,NDAUXUAQIAJITI-LBPRGKRZSA-N,"InChI=1S/C13H21NO3/c1-13(2,3)14-7-12(17)9-4-5-11(16)10(6-9)8-15/h4-6,12,14-17H,7-8H2,1-3H3/t12-/m0/s1
",239.315,C13H21NO3,368.8945,1.152,172.938,8.128305161641e-11,1.566,7.65,-3.04,-1.14,8.63,0.623,145.79,67.765,207.643,10.12,8.96,26.864,1.0,45.264,195.354,5.37031796370253e-08,24.6037,0.657332979303718,,,,,,,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRIMONIDINE,78717.2011661807,9,BrC1=C2N=CC=NC2=CC=C1NC1=NCCN1,XYLJNLCSTIOKRM-UHFFFAOYSA-N,"InChI=1S/C11H10BrN5/c12-9-7(17-11-15-5-6-16-11)1-2-8-10(9)14-4-3-13-8/h1-4H,5-6H2,(H2,15,16,17)
",292.14,C11H10BrN5,432.552,1.7645,198.079,4.46683592150963e-10,1.798,11.48,-1.91,-0.01,9.06,1.1025,203.65,68.418,160.3,9.47,9.78,27.123,0.0,66.071,,3.38844e-08,,0.0018109050486794,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
DESLORATADINE,65000.0,13,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,JAUOIFJMECXRGI-UHFFFAOYSA-N,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2
",310.83,C19H19ClN2,422.387,1.2095,226.329,1.81970085860998e-08,1.626,17.74,1.47,3.25,10.55,4.567,156.7515,90.051,254.399,,7.89,35.699,0.0,50.017,,8.60994e-09,,4.81902392192069e-05,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLUTICASONE,57382.9193645942,696,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,MGNNYOODZCAHBA-GQKYHHCASA-N,"InChI=1S/C22H27F3O4S/c1-11-6-13-14-8-16(24)15-7-12(26)4-5-19(15,2)21(14,25)17(27)9-20(13,3)22(11,29)18(28)30-10-23/h4-5,7,11,13-14,16-17,27,29H,6,8-10H2,1-3H3/t11-,13+,14+,16+,17+,19+,20+,21+,22+/m1/s1
",444.51,C22H27F3O4S,482.616,1.3755,302.4475,9.772372209558109e-12,1.576,15.48,2.41,2.41,9.47,2.476,211.1555,106.934,323.161,,1.28,42.392,0.0,51.095,,1.3182567385564e-09,,1.1e-05,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
HYOSCYAMINE,40244.2396313364,61,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,RKUNBYITZUJHSG-FXUDXRNXSA-N,"InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16-/m1/s1
",289.375,C17H23NO3,381.402,1.194,213.738,4.07380277804112e-10,1.581,14.31,-1.92,-0.03,10.62,1.83,113.75,80.788,242.421,,9.25,32.027,1.0,50.459,,2.37057916120083e-07,,0.0091,,,,,,,,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DIGOXIN,35392.2458506224,212,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,LTMHDMANZUZIPE-PUGKRICDSA-N,"InChI=1S/C41H64O14/c1-19-36(47)28(42)15-34(50-19)54-38-21(3)52-35(17-30(38)44)55-37-20(2)51-33(16-29(37)43)53-24-8-10-39(4)23(13-24)6-7-26-27(39)14-31(45)40(5)25(9-11-41(26,40)48)22-12-32(46)49-18-22/h12,19-21,23-31,33-38,42-45,47-48H,6-11,13-18H2,1-5H3/t19-,20-,21-,23-,24+,25-,26-,27+,28+,29+,30+,31-,33+,34+,35+,36-,37-,38-,39+,40+,41+/m1/s1
",780.949,C41H64O14,805.3745,1.411,332.383,1.3182567385564002e-10,1.602,30.49,0.77,1.25,9.56,1.259,240.166,196.387,572.339,,5.82,77.854,0.0,64.584,,3.70655120650458e-10,,7.79205787514592e-05,2845003.75,,,,1000.0,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LINACLOTIDE,33153.6590909091,162,C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CSSC[C@H](NC(=O)CNC1=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCC(O)=O)NC3=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N2,KXGCNMMJRFDFNR-WDRJZQOASA-N,"InChI=1S/C59H79N15O21S6/c1-26-47(82)69-41-25-101-99-22-38-52(87)65-33(13-14-45(80)81)49(84)66-34(16-28-5-9-30(76)10-6-28)50(85)71-40(54(89)72-39(23-97-96-20-32(60)48(83)70-38)53(88)67-35(18-43(61)78)58(93)74-15-3-4-42(74)56(91)63-26)24-100-98-21-37(64-44(79)19-62-57(92)46(27(2)75)73-55(41)90)51(86)68-36(59(94)95)17-29-7-11-31(77)12-8-29/h5-12,26-27,32-42,46,75-77H,3-4,13-25,60H2,1-2H3,(H2,61,78)(H,62,92)(H,63,91)(H,64,79)(H,65,87)(H,66,84)(H,67,88)(H,68,86)(H,69,82)(H,70,83)(H,71,85)(H,72,89)(H,73,90)(H,80,81)(H,94,95)/t26-,27+,32-,33-,34-,35-,36-,37-,38-,39-,40-,41-,42-,46-/m0/s1
",1526.73,C59H79N15O21S6,2044.96,1.602,1044.6305,2.6915348039269096e-11,1.712,5.4,-0.68,-2.57,9.65,-5.9845,349.84,373.205,952.729,3.77,,147.95,0.0,100.691,,1.40919146563223e-08,,0.0386892408309456,,,,,,,,,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
KETOPROFEN,25000.0,1,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,DKYWVDODHFEZIM-UHFFFAOYSA-N,"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)
",254.285,C16H14O3,392.294,1.198,224.169,1.3489628825916601e-09,1.592,10.62,1.75,-0.13,10.57,3.12,94.0,71.795,212.246,4.175,,28.462,0.0,49.771,,2.34422881531992e-08,37.325,0.0004760575461613,,,,,,,5050.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UMECLIDINIUM,13967.2619047619,187,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,FVTWTVQXNAJTQP-UHFFFAOYSA-N,"InChI=1S/C29H34NO2/c31-29(26-12-6-2-7-13-26,27-14-8-3-9-15-27)28-16-19-30(20-17-28,21-18-28)22-23-32-24-25-10-4-1-5-11-25/h1-15,31H,16-24H2/q+1
",428.595,C29H34NO2,565.595,,,7.94328234724282e-08,,28.02,3.21,4.77,10.27,2.999,195.0,,,,7.31,,0.0,,,4.57088189614875e-08,,0.000409594621,,,,,,,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPROLIDINE,11511.2201963534,6,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,CBEQULMOCCWAQT-WOJGMQOQSA-N,"InChI=1S/C19H22N2/c1-16-7-9-17(10-8-16)18(19-6-2-3-12-20-19)11-15-21-13-4-5-14-21/h2-3,6-12H,4-5,13-15H2,1H3/b18-11+
",278.399,C19H22N2,383.1865,1.061,207.893,1.86208713666287e-08,1.587,20.89,1.27,3.1,10.2,3.92,73.8675,88.124,262.159,,8.15,34.935,0.0,43.298,,1.0666e-07,22.3872,0.0003245421981602,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIOTROPIUM,5156.48672370493,594,[H][C@]12O[C@@]1([H])[C@]1([H])CC(C[C@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,LERNTVKEWCAPOY-OTUBXIGJNA-N,"InChI=1/C19H22NO4S2/c1-20(2)12-9-11(10-13(20)17-16(12)24-17)23-18(21)19(22,14-5-3-7-25-14)15-6-4-8-26-15/h3-8,11-13,16-17,22H,9-10H2,1-2H3/q+1/t11?,12-,13-,16-,17+/s2
",392.51,C19H22NO4S2,345.0,,,1.38038426460288e-08,,13.94,1.64,1.64,10.68,1.64,118.0,,,,3.45,,0.0,,,8.91250938133746e-08,,3.54813389233575e-05,,,,,,,,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BECLOMETHASONE,4809.45451912197,183,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,NBMKJKDGKREAPL-DVTGEIKXSA-N,"InChI=1S/C22H29ClO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3/t12-,15-,16-,17-,19-,20-,21-,22-/m0/s1
",408.92,C22H29ClO5,480.6325,1.3465,312.5965,7.413102413009159e-11,1.61,13.2,-0.14,1.56,9.33,2.033,227.92,104.953,302.562,8.69,6.55,41.606,0.0,60.019,,1.94984459975804e-10,,0.000113598,,,,,,,408.922,408.922,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FORMOTEROL,4596.12,5,COC1=CC=C(C[C@H](C)NC[C@@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1,BPZSYCZIITTYBL-YJYMSZOUSA-N,"InChI=1/C19H24N2O4/c1-13(9-14-3-6-16(25-2)7-4-14)20-11-19(24)15-5-8-18(23)17(10-15)21-12-22/h3-8,10,12-13,19-20,23-24H,9,11H2,1-2H3,(H,21,22)/t13-,19+/s2
",344.411,C19H24N2O4,524.471,1.2325,312.1865,1.54881661891248e-11,1.617,13.57,-2.38,-0.53,9.42,1.4,174.0,97.636,279.126,,8.28,38.706,0.0,53.687,,2.19786e-11,90.9913,0.001032408,,,,,,,,,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AMPHETAMINE,1250.0,1,CC(N)CC1=CC=CC=C1,KWTSXDURSIMDCE-UHFFFAOYSA-N,"InChI=1/C9H13N/c1-8(10)7-9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3
",135.21,C9H13N,203.0,0.9485,86.9375,2.69153480392691e-06,1.527,8.64,-2.61,-0.71,6.84,1.76,33.0,43.929,142.812,,9.885,17.415,0.0,33.7745,153.737,0.239938645950975,2.8774,0.0911056941295827,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
